,s1,s2,score_gold,rank_gold,score_WRD,rank_WRD,score_COS,rank_COS,score_ROTS4,rank_ROTS4,score_ROTSmean,rank_ROTSmean,SCORE_SELECTION,RANK_SELECTION
235,a cat plays in his water .,the cat fished a straw out ouf his water dish .,3.5,902,0.310710312,213,0.388954924,242,0.467063657,267,0.424693913,260,0.234462078,79
1038,schofield got toepfer to admit on cross-examination that she ignored many of o 'donnell 's suggestions and projects .,"but under cross-examination by o 'donnell 's attorney , lorna schofield , toepfer conceded she had ignored many of o 'donnell 's suggestions and projects .",4.5,1219,0.688483214,1073,0.836852084,1153,0.92051866,1063,0.867725718,1093,0.233627383,-100
650,"yes , it 's probably a good idea to renew your passport .",it 's a good idea .,3,731,0.274033035,162,0.394876014,249,0.451148235,260,0.419298025,255,0.233387421,109
730,this is the tip i find most useful :,something like this is useful :,3,742,0.362683958,290,0.541530119,419,0.568533259,370,0.551637403,387,0.232852441,31
933,"it is a national concern that will touch virtually every american , "" abraham said .","the impact of natural-gas shortages "" will touch virtually every american , "" energy secretary spencer abraham warned yesterday .",3.25,831,0.404244223,354,0.575474149,486,0.694445557,591,0.625084307,522,0.231390515,342
304,several people on motorcycles in a market square .,people on motorbikes in a city street .,4,1054,0.432038549,407,0.58636579,509,0.624598579,450,0.601363673,472,0.230792818,-16
1292,ukraine rebels ' flee eastern stronghold',ukraine claims rebels flushed from main stronghold,3.6,963,0.524858361,656,0.632532439,622,0.746152028,694,0.683891273,656,0.230305144,110
536,a man working at the steel mill,a man working in a foundry .,3.4,868,0.490524926,571,0.576922154,489,0.648549695,490,0.60993995,491,0.229652309,-80
932,"there are a total of 659 women enrolled at the academy , the report said .",there were 659 women enrolled at the academy at the time of the survey .,4.6,1239,0.703663234,1103,0.812537908,1096,0.872821159,953,0.830690122,998,0.229441176,-293
916,"mr eddington warned yesterday that the future of the airline was "" in the hands of the negotiators "" .",""" the future of ba is in the hands of the negotiators , "" eddington told british broadcasting corp. television on sunday .",3.4,874,0.396447861,343,0.451390225,295,0.537715912,332,0.488795526,315,0.227593738,26
1024,"ms lafferty 's lawyer , thomas ezzell , told a kentucky newspaper : "" my understanding of this is that there is a lower percentage of successful impregnations with frozen .",""" my understanding of this is that there is a lower percentage of successful impregnations with frozen , "" ezzell said .",3.6,949,0.531560502,679,0.627171151,603,0.747859806,698,0.676047329,640,0.225548736,114
756,there 's not a lot you can do about that .,i really do not think there is much you can do about that .,5,1331,0.606900406,884,0.752470502,921,0.792322023,797,0.766565013,863,0.225273139,-211
272,a father napping in a chair with a baby on his lap .,man with pink shirt sleeping on chair with infant .,3.4,853,0.419639661,385,0.554336727,440,0.599073071,415,0.572854689,423,0.224169754,5
993,""" canada is a small country , and it needs companies like this , deals like this . ""","a passionate nationalist , mr. d 'alessandro said : "" canada is a small country , and we need more companies like this . """,3,771,0.394367037,340,0.476918362,329,0.547264724,344,0.50239656,331,0.223244049,19
598,zombies parading around eating brains .,the zombies are eating flesh together .,3.4,871,0.468729309,497,0.629200878,613,0.700164646,607,0.661662639,605,0.221740522,104
1124,it calls for the agency to plan an independent safety and engineering organization .,the agency has yet to fully formulate a strategy for the creation of an independent engineering technical authority .,3.4,889,0.414184115,373,0.551398512,434,0.593482226,405,0.567328033,415,0.221381824,3
1258,"internet , phone service restored in syrian capital",internet service resumes in syria,4.2,1176,0.399395348,350,0.468792933,317,0.544429141,341,0.502364556,330,0.220670001,15
643,as soon as possible .,start them as early as possible .,4,1077,0.383280128,320,0.50135321,356,0.552446761,351,0.524344523,349,0.220260184,26
888,"it was developed with consultation from more than 300 leaders in academia , industry , government and the public .","the plan , called the nih roadmap , was developed over 14 months with help from more than 300 consultants in industry and academia .",3.25,830,0.475903149,523,0.601392454,548,0.651439569,495,0.624286614,518,0.219825259,-81
1207,vehicles ablaze in collapsed japan tunnel,vehicles ' left burning ' as smoke emits from japan tunnel,4.2,1173,0.491656541,576,0.563501788,458,0.637280644,475,0.596301325,464,0.219402958,-84
559,two men are helping a boy .,two men are with a young child .,3.6,938,0.49795302,593,0.560494984,453,0.638559552,477,0.598438024,468,0.2186711,-92
721,i 'm going to be very direct here .,"i 'm going to be blunt , here : you don 't .",4,1093,0.531069141,677,0.619319888,582,0.684244356,558,0.643599669,565,0.218099682,-143
1271,elbaradei to become egyptian pm,"liberal elbaradei named egypt pm , islamists cry foul",3.2,826,0.276268883,165,0.373931389,233,0.433009025,246,0.397949756,238,0.215817777,94
316,three people are by the water with yellow canoes .,three people preparing to canoe .,3,715,0.38379946,322,0.509281271,364,0.55331008,354,0.528603015,357,0.213539428,22
982,"the life expectancy for boys born in 2001 was 74.4 years , up two years since 1990 .","according to the report , average life expectancy has increased by nearly two years since 1990 .",3.5,912,0.488320257,563,0.648163606,663,0.725624101,649,0.680666633,648,0.212267935,72
331,a blue bird standing on a lawn .,blue bird standing on green grass .,4.6,1227,0.721382027,1150,0.800149658,1060,0.973252062,1153,0.881799734,1119,0.211964191,96
1308,iran official : us visa denial to iranian envoy will not affect nuke talks,iranian negotiator upbeat about latest nuclear talks,2.6,656,0.34905092,275,0.479107384,332,0.520487967,313,0.494810458,324,0.210865762,19
95,the lady peeled the potatoe .,a woman is peeling a potato .,4.75,1251,0.559832319,756,0.633351127,625,0.70189694,612,0.667279918,621,0.210610433,-157
814,i have the same thing .,i have the exact same problem .,4,1104,0.459319224,475,0.557674658,445,0.613060658,432,0.583012151,437,0.209127434,-56
1101,the respected medical journal lancet has called for a complete ban on tobacco in the united kingdom .,"a leading u.k. medical journal called friday for a complete ban on tobacco , prompting outrage from smokers ' groups .",3.4,886,0.485041265,553,0.535155187,402,0.613927501,435,0.569372975,419,0.207658551,-85
303,a group of horses grazing in a field .,group of horses grazing in grassy field .,4.8,1258,0.769172358,1234,0.892172709,1263,0.98607156,1170,0.929919746,1210,0.206511813,-147
160,a man plays a trumpet .,a man is playing the trumpet .,5,1294,0.819545254,1298,0.880707737,1244,1.047083987,1266,0.962920822,1270,0.205579036,-2
1019,it later emerged that he had broken his right thigh and bones in his right wrist and elbow .,tour doctors later confirmed that he had broken his right leg near the hip and also sustained wrist and elbow fractures .,4,1126,0.525253489,657,0.784747936,1011,0.842441842,896,0.809047895,942,0.205114891,124
757,you got it right .,yes you got it .,5,1332,0.611401348,901,0.649809272,671,0.732450439,662,0.690796851,675,0.203690257,-248
870,you may have to experiment and find what you like .,you have to find out what works for you .,5,1354,0.53931498,700,0.639005012,642,0.690928167,581,0.65741212,594,0.203536341,-180
638,you have to decide what you want to get out of this .,you have to know what you want to do .,4,1075,0.58270228,815,0.787380208,1016,0.813306016,842,0.701771755,706,0.203305479,-147
882,the american express corp. has pledged at least $ 3 million of more than $ 5 million needed .,"the city had requested federal funds , but withdrew that request when american express pledged at least $ 3 million .",3.2,813,0.492234756,577,0.564805727,461,0.629852444,459,0.583597986,438,0.202664406,-120
474,a pitcher on a mound throws a baseball .,a boy in the middle of a pitch at a baseball game .,3.4,865,0.299904571,197,0.492420645,344,0.497442398,301,0.494276905,321,0.202559579,61
334,a young man wearing a striped shirt is holding two bicycles .,young redheaded man holding two bicycles near beach .,3.8,1001,0.527772876,662,0.520397935,381,0.624871537,451,0.563316891,406,0.201572262,-141
686,i have the same thing .,i have had the same problem .,4,1086,0.546961708,723,0.604349714,554,0.676355982,541,0.637016533,544,0.201400542,-195
1123,"prof sally baldwin , 63 , from york , fell into a cavity which opened up when the structure collapsed at tiburtina station , italian railway officials said .","sally baldwin , from york , was killed instantly when a walkway collapsed and she fell into the machinery at tiburtina station .",3.4,888,0.488830718,565,0.610825874,562,0.710034379,623,0.647468502,575,0.200274651,119
918,"on the cell 's surface , the foreign components are recognised by other cells that then realise it is infected and kill it .",the foreign bits are recognized by other cells that realize it is infected and kill it .,4.25,1183,0.640443068,960,0.774317914,983,0.892806642,997,0.826082208,987,0.199625735,51
948,u.s. forces recently apprehended some 40 suspected foreign militants near the syrian border and are now interrogating them .,"the third armored cavalry regiment recently apprehended about 40 suspected fighters near the syrian border , officials said .",3.5,907,0.530231219,673,0.599779834,545,0.664605397,516,0.623702304,515,0.199199741,-186
265,elderly woman sitting on red patterned couch with her arm around younger woman .,two women sitting on couch posing for camera .,3.6,929,0.329649629,246,0.450506739,294,0.489007421,289,0.465157231,292,0.197858475,38
1219,us government ' on the edge of shutdown',obama rejects gop offer to ease shutdown,2.4,604,0.236430105,120,0.364260618,226,0.399180444,219,0.378328652,223,0.197670165,92
342,group of people sitting around a restaurant dining table .,a group of people sitting at a restaurant table .,4.8,1259,0.759585426,1218,0.916789842,1311,0.9838855,1167,0.945175772,1240,0.195853731,-91
234,a woman puts make-up on .,a woman is putting on eyeshadow .,3.333,841,0.446329179,442,0.466865861,314,0.554328471,356,0.510013558,336,0.195461902,-44
314,home office space with bright green walls and artwork .,an office with multiple desks and green walls .,3.4,857,0.502352672,601,0.635271641,630,0.693517333,588,0.657227319,592,0.195341022,-55
1049,"michael bloomberg , nyc mayor : "" i 'm gonna try march with a number of different groups .",""" i 'm going to try to march with a number of different groups , "" bloomberg said .",3.75,981,0.569994562,780,0.677652334,741,0.720409843,642,0.69300353,683,0.19317279,-237
965,perry has since called two special legislative sessions to try force the redistricting plan through .,"since then , texas gov. rick perry has called two special sessions trying to push the measure through .",3.5,909,0.551810656,738,0.605099047,555,0.725419083,647,0.657831939,595,0.192252131,1
941,"under mexican law , bounty hunting is considered a form of kidnapping .","bounty hunting is illegal in mexico , and the bounty hunter was charged with kidnapping .",4,1123,0.546152616,720,0.762136235,953,0.849898387,905,0.794553697,918,0.191914375,137
356,a cat sleeping on the coach with a pillow behind it .,the cat is laying on an animal print blanket .,2.4,585,0.313624319,220,0.431782154,282,0.468638362,271,0.448239831,278,0.191870252,40
726,it depends entirely on your company and your contract .,i guess it depends on the nature of your contract .,4,1094,0.614864156,906,0.751849767,917,0.820737449,859,0.778984867,884,0.191811179,-105
384,older woman holding newborn baby .,a woman sitting on a sofa holding a baby .,3.4,861,0.512180622,623,0.607941146,557,0.655953475,502,0.631322812,534,0.191785182,-176
23,a man is cutting a potato .,a man is slicing some potato .,4.4,1189,0.69235552,1079,0.783528269,1009,0.926314198,1073,0.853427788,1064,0.191487816,58
976,she was the only woman in her unit and a member of teamsters local 995 .,she was the only woman employed as a warehouse worker and heavy equipment operator and the only woman in her teamsters local .,3.25,834,0.47770659,530,0.568086279,473,0.618571664,440,0.588609618,447,0.191350458,-123
851,there are a few possible reasons .,there are a few reasons that paint wrinkles .,3,754,0.426599997,400,0.45941642,304,0.538534358,333,0.492426572,320,0.191052298,-38
878,this is a terrible idea .,this is a bad idea .,5,1357,0.767446552,1230,0.792787031,1040,0.875271017,959,0.827079172,988,0.190308451,-352
899,electronic data systems corp. thursday said the securities and exchange commission has asked the company for documents related to its large contract with the u.s. navy .,"in a regulatory filing , eds said the sec had asked for information related to its troubled it outsourcing contract with the us navy .",3.2,815,0.390111133,332,0.473648245,321,0.526629268,321,0.496296467,326,0.189499159,-11
1233,dhawan smashes india to big win over south africa,dhawan ton sets up india trophy win over south africa,4.2,1175,0.632566019,949,0.759513266,945,0.890146847,991,0.816630495,964,0.187627021,88
199,the man is throwing knives at a tree .,a man is throwing blades into a close target outside .,3,711,0.422213049,392,0.526869238,388,0.631881499,465,0.578015706,431,0.187154716,150
